DOI,Citation_context,Source,file ID,Year,Journal
10.1007/s11696-017-0205-9,…measurement of two signals at different wavelengths followed by calculation of their intensity ratio (Yuan et al. 2012; Fan et al. 2013; Goswami et al. 2014; Ma et al. 2010; Qiu et al. 2015; Li et al. 2016a; Mahapatra et al. 2015; Yu et al. 2010; Doussineau et al. 2010; Zhu et al. 2012).,SemSchol&FB,,2017,Chemical Papers
10.1007/s12274-016-1309-1,,Scopus citing DOI,82.pdf,2017,Nano Research
10.1007/s40005-016-0297-1,"For instance, carbon dot and nanodiamond are able to display natural fluorescence emission by virtue of their optoelectronic properties (Zhu et al. 2012).",SemSchol&FB,,2017,Journal of Pharmaceutical Investigation
10.1007/s41664-017-0011-y,,Scopus citing DOI,81.pdf,2017,Journal of Analysis and Testing
10.1016/j.addr.2016.05.023,"“…NPs have been developed to respond to a diverse range of cues, for instance including use of carbon dots to detect intracellular copper ions [345] and Qdot-encapsulated polymer to monitor temperature [346]; however, the majority of environmentally responsive systems have been directed towards measuring local pH, oxygen, and activities of enzymes such as proteases.…”",Scite,,2017,Advanced Drug Delivery Reviews
10.1016/j.biopha.2016.12.108,"The CQDs-based biosensors can be employed for visual monitoring of glucose [100], nucleic acid [101], phosphate [102], cellular copper, iron [103], potassium [104], and pH.",SemSchol&FB,,2017,Biomedicine &amp; Pharmacotherapy
10.1016/j.bios.2017.01.011,"Meanwhile, RECBSs provide a built-in correction toward the signal transduction during the bio-recognition process (Yan et al., 2015a; Yan et al., 2015b; Zhang et al., 2011; Zhu et al., 2012).",SemSchol&FB,,2017,Biosensors and Bioelectronics
10.1016/j.bios.2017.01.066,,Scopus citing DOI,50.pdf,2017,Biosensors and Bioelectronics
10.1016/j.bios.2017.04.045,,Scopus citing DOI,53.pdf,2017,Biosensors and Bioelectronics
10.1016/j.carbon.2017.09.030,,Scopus citing DOI,66.pdf,2017,Carbon
10.1016/j.cclet.2016.10.003,,Scopus citing DOI,48.pdf,2017,Chinese Chemical Letters
10.1016/j.ceramint.2017.02.127,,Scopus citing DOI,51.pdf,2017,Ceramics International
10.1016/j.colsurfa.2017.05.069,,Scopus citing DOI,54.pdf,2017,Colloids and Surfaces A: Physicochemical and Engineering Aspects
10.1016/j.ejps.2017.08.015,,Scopus citing DOI,128.pdf,2017,European Journal of Pharmaceutical Sciences
10.1016/j.jcis.2016.12.057,,Scopus citing DOI,94.pdf,2017,Journal of Colloid and Interface Science
10.1016/j.jcis.2017.03.007,"CDots possess several remarkable advantages, such as biocompatibility, low toxicity, chemical stability, photostability, and multicolor emission [21–43].",SemSchol&FB,,2017,Journal of Colloid and Interface Science
10.1016/j.nantod.2016.12.006,,Scopus citing DOI,93.pdf,2017,Nano Today
10.1016/j.snb.2016.07.169,,Scopus citing DOI,102.pdf,2017,Sensors and Actuators B: Chemical
10.1016/j.snb.2016.12.038,,Scopus citing DOI,120.pdf,2017,Sensors and Actuators B: Chemical
10.1016/j.talanta.2017.05.071,,Scopus citing DOI,124.pdf,2017,Talanta
10.1016/j.talanta.2017.06.027,,Scopus citing DOI,83.pdf,2017,Talanta
10.1016/j.trac.2017.02.001,,Scopus citing DOI,,2017,TrAC Trends in Analytical Chemistry
10.1016/S1872-2040(16)60990-8,,Scopus citing DOI,,2017,Chinese Journal of Analytical Chemistry
10.1021/acs.analchem.7b03053,"“…Recently, fluorescence-based methods have displayed an obvious advantage in tracing substances because of their high sensitivity, simplicity, cost-effective instrumentation, and direct monitoring in vivo.  [ref], [ref]−[ref] [ref] [ref] [ref]  Most fluorescent probes use the change of intensity at a single emission peak, but it could be influenced by a variety of factors, such as the fluctuation of excitation light intensity, independent of the probe concentration and environmental interference.  [ref], [ref]  Conversely, the ratiometric fluorescent probes based on the ratio of the intensities of two different emission peaks are less prone to suffer the above problems, thus an improved accuracy and sensitivity of the quantification was obtained [ref]. In addition, the ratiometric fluorescent method can achieve visual detection of the analyte on account of the various ratios of two fluorescence intensities for simpler and more precise measurements by the naked eye [ref].…”",Scite,,2017,Analytical Chemistry
10.1021/acs.chemmater.6b05375,"“…Luminescent carbon dots (CDots) possess distinctive merits, [ref] such as excitation-dependent luminescence,  [ref]−[ref] [ref] [ref] [ref]  low cost, [ref] chemical inertness, [ref] low cytotoxicity, [ref] high photostability,  [ref]−[ref] [ref] [ref] [ref]  and excellent biocompatibility.  [ref]−[ref] [ref] [ref]  These advantages inspired extensive studies on CDots, which have already resulted in several applications in various fields,  [ref]−[ref] [ref] [ref] [ref] [ref] [ref] [ref] [ref]  such as CDots-based bioimaging [ref]−[ref] [ref] [ref] [ref] [ref] [ref]  and their use as fluorescent inks [ref]. Recently, CDots-based solid-state luminescent composites have received increased attention, as they are promising fluorophores for carbon-based light-emitting diodes (LEDs).  [ref]−[ref] [ref] [ref] [ref] [ref] [ref] [ref]  Conventional white LEDs are based on rare-earth-based phosphors, which are currently experiencing a serious shortage in supply [ref].…”",Scite,,2017,Chemistry of Materials
10.1021/acsami.6b13954,"“…Continuous efforts are being made to develop better fluorescent nanomaterials. Now, carbon dots (CDs) have gained ever-increasing attention with superior merits of high water solubility, good biocompatibility, low cytotoxicity, and unique photoluminescence (PL) properties.  [ref], [ref]−[ref] [ref] [ref] [ref] [ref] [ref] [ref] [ref] [ref]  Very recently, CDs have been used for real-time molecular tracking in live cells, which shows some advantages over organic fluorophores and semiconductor QDs [ref]. However, there are still some bottlenecks for preparing CDs with long-wavelength and multicolor emission properties [ref].…”",Scite,,2017,ACS Applied Materials &amp; Interfaces
10.1021/acsami.7b02679,"“…The K sp value of CuS (8 × 10 –37 ) is far less than that of other metal ions. Therefore, it is proposed that GSH is preferentially displaced upon binding of Cu 2+ to block PET (eq ),  [ref], [ref]  while the fluorescence of the nanohybrids was restored. Furthermore, the triplet energy level of the nanohybrid was restored (from 2.73 × 10 4 to 2.43 × 10 4 cm –1 ) via addition of GSH, confirming this binding between Cu 2+ and GSH interacting with each other (Scheme ).…”",Scite,,2017,ACS Applied Materials &amp; Interfaces
10.1021/acsami.7b03645,,Scopus citing DOI,,2017,ACS Applied Materials &amp; Interfaces
10.1021/acsami.7b05827,"“…Accordingly, miniature chemical sensors as a useful supplement to analytical instruments have attracted considerable attention because of their low cost, portability, and easy operation. Among various chemosensory strategies, fluorescent sensors are most extensively explored because of their high sensitivity and simplicity, as well as the wide range of available materials, including organic dyes, [ref] quantum dots (QDs),  [ref], [ref]  metal clusters, [ref] graphene oxides, [ref] rare-earth nanocrystals, [ref] carbon dots (CDs),  [ref]−[ref] [ref]  and so on. A fluorescent sensor should be able to specifically bind the molecule of interest and produce measurable spectral responses in the emitting wavelength and/or intensity.…”",Scite,,2017,ACS Applied Materials &amp; Interfaces
10.1021/acsami.7b11659,"“…As an emerging fascinating fluorescent carbon material, carbon dots (CDs) are receiving more and more attention owing to their unique properties, such as antiphotobleaching, small size, green synthesis, high biocompatibility, low toxicity, and abundant and cheap raw materials.  [ref]−[ref] [ref] [ref] [ref] [ref] [ref] [ref]  It has been demonstrated that CDs have wide potential applications in bioimaging, [ref] optoelectronic devices, [ref] photocatalysis, [ref] and so on. Recently, several chemosensors for detecting biomolecules[ref] and metal ions [ref], [ref]  have been developed based on the quenching and recovering of CD fluorescence. The applications of CDs in biosensing, bioimaging, and even theranostics, greatly depend on the fluorescence brightness of this material.…”",Scite,,2017,ACS Applied Materials &amp; Interfaces
10.1021/acsomega.7b01014,"“…In recent years, carbon dots (CDs), one novel type of “zero-dimensional” carbon nanomaterials, have received much attention owing to their low cost, superior chemical stability, alluring optical properties, and high biocompatibility.  [ref], [ref]  Owing to these attractive merits, CDs have recently been regarded as one of the most promising nanomaterials for bioimaging, fluorescence sensors, drug delivery, optoelectronic devices, and so forth.  [ref]−[ref] [ref] [ref] [ref] [ref]  During the last decades, many methods have been proposed to prepare CDs, and they can be generally classified into two approaches including “top-down” and “bottom-up”. The former involves cleaving or breaking down of carbonaceous materials via chemical, electrochemical, or physical approaches.…”",Scite,,2017,ACS Omega
10.1021/acssensors.7b00356,"“…Carbon dots (C-dots) have emerged in recent years as a versatile sensing vehicle for a wide array of target analytes.  [ref]−[ref] [ref] [ref]  C-dots are particularly suited for biological sensing applications as they exhibit broad excitation-dependent emission spectra that can be readily modulated upon interaction with molecular targets.  [ref], [ref]  In addition, C-dots are generally nontoxic, and can be easily surface-modified, thereby displaying varied recognition moieties.  [ref], [ref]  Particularly important, previous studies have demonstrated that C-dots could retain the structural and functional units of the carbonaceous building blocks employed in the synthesis, endowing the dots with biomolecular targeting capabilities simply through selection of the starting reagents.  [ref]−[ref] [ref] …”",Scite,,2017,ACS Sensors
10.1021/acssuschemeng.7b00393,,Scopus citing DOI,64.pdf,2017,ACS Sustainable Chemistry &amp; Engineering
10.1186/s11671-017-2137-2,,Scopus citing DOI,,2017,Nanoscale Research Letters
10.1021/acs.analchem.8b01574,"“…Biocompatibility and water solubility of the sensors are two keys for their application in live cells. Silica-based materials have displayed good biocompatibility, which can be utilized as drug nanocarriers and coatings on the CdSe quantum dots.  [ref], [ref]  Some fluorescent sensors for the detection of Hg 2+ need to be performed in a water–organic solvent mixture because of their poor water solubility.  [ref], [ref]  To explore new frontiers, development of sensors with water-soluble fluorescent silicon materials has become an alternative [ref]. The self-prepared blue fluorescent silicon nanodots (SiNDs) in our laborotary possess several advantages for intracellular imaging, including good water solubility and photostability, small size, and long lifetime, as well as high quantum yield (32.8%) [ref].…”",Scite,,2018,Analytical Chemistry
